name,car_park_no,address,weekday_before_5,weekday_after_5,sat,sun,postal,x_coord,y_coord
Crown Centre,T0014,557 Bukit Timah Road S(269694),"$2.00 for 1st hr, $1.00 for next subsequent 30min from 8am to 5pm ","$2.00 for 1st hr, $1.00 for next subsequent 30min from 5pm to 8am the following day ",Charges same as weekdays ,Charges same as weekdays ,269694,25533.40026,33919.07124
Dawson Place,T0014,57 Dawson Road S(142057),$0.60/30min from 7am to 6pm ,"$0.60/30min from 6pm to 10.30pm up to a maximum charge of $1.50, $0.60/30min from 10.30pm to 7am the following day up to a maximum charge of $5.00 ","$0.60/30min from 7am to 10.30pm up to a maximum charge of $1.50, $0.60/30min from 10.30pm to 7am the following day up to a maximum charge of $5.00 ","$0.60/30min from 7am to 10.30pm up to a maximum charge of $1.50, $0.60/30min from 10.30pm to 7am the following day up to a maximum charge of $5.00 ",142057,25513.00067,30566.00749
Delta House,T0014,"2 Alexandra Road, S(159919)","$1.20 for 1st 30min, $1.50/30min from 7am to 6pm ",$2.00/entry from 6pm to 7am the following day ,"$1.20 for 1st 30min, $1.50/30min from 7am to 1pm, $2.00/entry from 1pm to 7am the following day ",$2.00/entry from 7am to 7am the following day ,159919,27114.13621,30380.35579
East Village,T0014,"430 Upper Changi Road, S(487048)",$0.60/30min from 7am to 7am the following day ,$0.60/30min from 7am to 7am the following day ,Charges same as weekdays ,Charges same as weekdays ,487048,40562.67698,34886.80742
Eastpoint Mall,T0014,"3 Simei Street 6, S(528833)","$1.20 for 1st hr, $0.30 for next subsequent 15min from 7am to 7pm ","$1.20 for 1st hr, $0.30 for next subsequent 15min from 7pm to 7am the following day ","$1.20 for 1st hr, $0.30 for next subsequent 15min from 7am to 7am the following day ","$1.20 for 1st hr, $0.30 for next subsequent 15min from 7am to 7am the following day ",528833,41324.8996,36093.9016
Elias Mall,T0014,"625 Elias Road, S(510625)",$0.60/30min from 8am to 5pm ,$1.10/entry from 5pm to 8am the following day ,Charges same as weekdays ,$1.10/entry from 8am to 8am the following day ,510625,40092.4607,40064.6394
Esplanade - Theatres on the Bay,T0014,"1 Esplanade Drive, S(038981)",$2.20/hr from 6am to 6pm ,"$6.50/entry from 6pm to 10pm, $2.20/entry from 10pm to 6am the following day ",Charges same as weekdays ,Charges same as weekdays ,38981,30445.01147,30251.95243
Esplanade Mall,T0014,"8 Raffles Avenue, S(039802)",$2.20/hr from 6am to 6pm ,"$6.50/entry from 6pm to 10pm, $2.20/entry from 10pm to 6am the following day everyday inclusive of Public Holidays  ",Charges same as Weekdays ,Charges same as Weekdays ,39802,30513.26117,30195.39434
ESR BizPark @ Changi,T0014,"2, 4, 6, 8 Changi Business Park Avenue 1, S(486018)","$1.50 for the 1st hr, $1.20 for 2nd hr, $1.00 for next subsequent 30min from 7am to 6pm ",$2.50/entry from 6.01pm to 6.59am the following day ,"$2.50 for 1st 2hr, $1.20 for next subsequent 30min from 7am to 5pm, $2.50/entry from 5.01pm to 6.59am the following day  ","$2.50 for 1st 2hr, $1.20 for next subsequent 30min from 7am to 5pm, $2.50/entry from 5.01pm to 6.59am the following day ",486018,42504.96278,35234.54729
Fajar Shopping Centre,T0014,"445 Fajar Road, S(670445)",$0.60/30min from 7am to 6pm ,"$0.60/30min up to a maximum charge of $1.50 from 6pm to 10.30pm, $0.60/30min up to a maximum charge of $5.00 from 10.30pm to 7am the following day ","$0.60/30min up to a maximum charge of $1.50 from 7am to 10.30pm, $0.60/30min up to a maximum charge of $5.00 from 10.30pm to 7am the following day ","$0.60/30min up to a maximum charge of $1.50 from 7am to 10.30pm, $0.60/30min up to a maximum charge of $5.00 from 10.30pm to 7am the following day ",670445,21074.32154,40594.89628
Far East Shopping Centre,T0014,"545 Orchard Road, S(238882)","$3.00 for 1st hr, $1.50 for next subsequent 30min from 8am to 6pm ","$3.50/entry from 6pm to 12midnight, $5.00/entry from 12midnight to 8am the following day ",Charges same as weekdays ,Charges same as weekdays ,238882,27629.00285,31981.77052
Fortune Centre,T0014,"190 Middle Road, S(188979)",$3.22/hr from 7am to 5pm ,$3.21/entry from 5pm to 7am the following day ,Charges same as weekdays ,Charges same as weekdays ,188979,30111.6599,31418.7253
Forum The Shopping Mall,T0014,"583 Orchard Road, S(238884)","$2.40 for 1st hr, $1.20 for subsequent 30min from 6am to 5pm ",$3.20/entry from 5pm to 6am the following day ,"$2.60 for 1st hr, $1.40 for subsequent 30min from 6am to 5pm, $3.20/entry from 5pm to 6am the following day ",$3.20/entry from 6am to 6am the following day ,238884,27464.7401,32058.0136
Gek Poh Shopping Centre,T0014,"762 Jurong West Street 75, S(640762)",$0.0167/min from 7am to 4.59pm ,"$0.0167/min up to a maximum charge of $1.00 from 5pm to 11.59pm, $0.0167/min up to a maximum charge of $2.00 from 12midnight to 6.59am the following day ","$0.0167/min up to a maximum charge of $1.00 from 7am to 11.59pm, $0.0167/min up to a maximum charge of $2.00 from 12midnight to 6.59am the following day ","$0.0167/min up to a maximum charge of $1.00 from 7am to 11.59pm, $0.0167/min up to a maximum charge of $2.00 from 12midnight to 6.59am the following day ",640762,12911.55971,36762.935
Gillman Barracks,T0014,"7 Lock Road, S(108935)","$0.60/30min for 1st 2hr, $3.00/hr from the 3rd hr from 8.30am to 5pm ",Free parking from 5pm to 8.30am the following day ,Free parking from 8.30am to 8.30am the following day ,Free parking from 8.30am to 8.30am the following day ,108935,24791.63066,28905.31637
Golden Agri Plaza,T0014,"108 Pasir Panjang Road, S(118535)","$1.20 for 1st hr, $2.40 for next subsequent hr from 7am to 6pm ",$2.50/entry from 6pm to 7am the following day ,Charges same as weekdays ,$3.00/entry from 7am to 7am the following day ,118535,23654.62133,28791.99343
Golden Landmark Shopping Complex,T0014,390 Victoria Street S(188061),"$2.35 for 1st hr, $1.07 for next subsequent 30min from 8am to 5pm ",$2.68/entry from 5pm to 8am the following day ,Charges same as weekdays ,$2.68/entry from 8am to 8am the following day ,188061,30729.87963,31582.66248
Grandlink Square,T0014,"511 Guillemard Road, S(399849)",$1.60/hr from 8am to 5pm ,$3.50/entry from 5pm to 8am the following day ,Charges same as weekdays ,Charges same as weekdays ,399849,34475.09192,32942.18959
Greenridge Shopping Centre,T0014,"524A Jelapang Road, S(671524)","$0.60/30min from 7am to 12pm, free parking from 12pm to 2pm, $0.60/30min from 2pm to 5pm ","$1.00/entry from 5pm to 12midnight, $2.00/entry from 12midnight to 7am the following day ",Charges same as weekdays ,$1.00/entry from 7am to 7am the following day ,671524,20527.282,40804.5665
Greenwich Village,T0014,1 Seletar Road S(807011),"$1.34/hr for 1st hr, $0.81 for subsequent 30min from 6am to 5.59pm  ","$2.14 for 1st 2hr, $0.81 for next subsequent 30min from 6pm to 5.59am the following day  ",Charges same as weekdays ,Charges same as weekdays ,807011,32009.6147,41033.61699
Heartland Mall,T0014,"205 Hougang Street 21, S(530205)",$1.00/hr from 7am to 10.30pm ,$2.00/hr from 10.30pm to 7am the following day ,Charges same as weekdays ,Charges same as weekdays ,530205,33770.1682,37956.7995
Hillion Mall,T0014,"17 Petir Road, S(678278)","$1.38 for 1st hr, $0.46 for next subsequent 15min or part thereof from 11.01pm to 5.59pm ",$2.77/entry from 6pm to 11pm ,"$2.77 for 1st 2hr, $0.46 for next subsequent 15min or part thereof from 11.01pm to 5.59pm the following day, $2.77/entry from 6pm to 11pm ","$2.77 for 1st 2hr, $0.46 for next subsequent 15min or part thereof from 11.01pm to 5.59pm the following day, $2.77/entry from 6pm to 11pm ",678278,20156.9242,40045.5291
Holland Road Shopping Centre,T0014,"211 Holland Avenue, S(278967)",(Mon-Thurs) $2.40/30min from 12midnight to 8.59pm ,(Mon-Thurs) $5.00/entry from 9pm to 11.59pm ,"(Fri-Sun) $2.40/30min from 12midnight to 8.59pm, $6.00/entry from 9pm to 11.59pm ","(Fri-Sun) $2.40/30min from 12midnight to 8.59pm, $6.00/entry from 9pm to 11.59pm ",278967,23774.50349,32506.93698
Hong Lim Complex,T0014,531 Upper Cross Street S(050531),$1.20/30min from 7am to 5pm ,"$0.50/30min from 5pm to 10.30pm, $4.00/entry from 10.30pm to 7.00am the following day ",Charges same as weekdays ,"$0.50/30min from 7am to 10.30pm, $4.00/entry from 10.30pm to 7.00am the following day ",50531,29378.40489,29620.16899
Hougang 1,T0014,"1 Hougang Street 91, S(538692)","$1.34 for 1st hr, $0.81 for next subsequent 30min from 7am to 5pm  ","$1.34 for 1st hr, $0.81 for next subsequent 30min from 5pm to 7am the following day  ",Charges same as weekdays ,Charges same as weekdays ,538692,33137.58877,39734.04316
Hougang Green Shopping Mall,T0014,"21 Hougang Street 51, S(538719)","$1.30 for 1st hr, $0.70 for next subsequent 30min from 7am to 4.59pm ","$3.00/entry from 5pm to 11.59pm, $5.00/entry from 12midnight to 6.59am the following day ",Charges same as weekdays ,"$3.00/entry from 7am to 11.59pm, $5.00/entry from 12midnight to 6.59am the following day ",538719,34068.33989,40143.54331
Hougang Mall,T0014,"90 Hougang Avenue 10, S(538766)","$1.28 for 1st hr, $0.85 for next subsequent 30min from 7am to 6pm ",$2.14/entry from 6pm to 12midnight ,"$1.39 for 1st hr, $1.07 for next subsequent 30min from 7am to 6pm, $2.14/entry from 6pm to 12midnight ","$1.39 for 1st hr, $1.07 for next subsequent 30min from 7am to 6pm, $2.14/entry from 6pm to 12midnight ",538766,34740.13161,39393.34386
Icon Village,T0014,"12 Gopeng Street, S(078877)",$1.61/30min from 7am to 5pm  ,$3.21/entry from 5pm to 7am the following day ,"$1.61/30min from 7am to 1pm, $3.21/entry from 1pm to 7am the following day ",$3.21/entry from 7am to 7am the following day ,78877,29243.99349,28627.34029
IKEA Alexandra,T0014,"317 Alexandra Road, S(159965)",$1.50/30min from 8am to 5pm ,$1.50/30min from 5pm to 8am the following day ,Charges same as weekdays ,Charges same as weekdays ,159965,24963.5512,30042.29371
IKEA Tampines,T0014,"60 Tampines North Drive 2, S(528764)",Free Parking from 7am to 11pm ,Free Parking from 7am to 11pm ,Free Parking from 7am to 11pm ,Free Parking from 7am to 11pm ,528764,39055.64348,39563.71989
Ion Orchard,T0014,"2 Orchard Turn, S(238801)","(Mon-Thur) $2.67 for 1st hr, $1.28 for next subsequent 30min from 8am to 4.59pm ","(Mon-Thur) $3/entry from 5pm to 11.59pm, $1.07/hr from 12midnight to 7.59am the following day ","(Fri-Sun) $2.56 for 1st hr, $1.88 for next subsequent 30min from 8am to 5.59pm, $3.74/entry from 6pm to 11.59pm, $1.07/hr from 12midnight to 7.59am the following day ","(Fri-Sun) $2.56 for 1st hr, $1.88 for next subsequent 30min from 8am to 5.59pm, $3.74/entry from 6pm to 11.59pm, $1.07/hr from 12midnight to 7.59am the following day ",238801,27798.7378,31836.37935
JCube,T0014,"2 Jurong East Central 1, S(609731)","$1.30 for 1st hr, $0.40 for next subsequent 15min from 3.30am to 5.59pm ",$2.50/entry from 6pm to 3.29am the following day ,Charges same as weekdays ,Charges same as weekdays ,609731,17649.94509,35051.21793
Jelita Cold Storage,T0014,"293 Holland Road, S(278628)","1st hr free, $2.00 for 2nd hr, $1.00 for next subsequent 30min ","1st hr free, $2.00 for 2nd hr, $1.00 for next subsequent 30min ",Charges same as weekdays ,Charges same as weekdays ,278628,22716.16494,33314.87582
JEM,T0014,"50 Jurong Gateway Road, S(608549)","$1.61 for 1st hr, $0.54 for next subsequent 15min from 6am to 5.59pm ",$3.21/entry from 6pm to 5.59am the following day ,Charges same as weekdays ,Charges same as weekdays ,608549,17988.48383,35058.35681
Joo Chiat Complex,T0014,"1 Joo Chiat Road, S(420001)",$0.50/30min from 7am to 7pm ,$0.80/30min from 7pm to 10:30pm ,Charges same as weekdays ,Charges same as weekdays ,420001,35242.66329,33135.3523
Junction 10,T0014,"1 Woodlands Road, S(677899)","$1.07 for 1st hr, $0.32 for next subsequent 15min from 8am to 5pm ","$1.07 for 1st hr, $0.32 for next subsequent 15min from 5pm to 8am the following day ","$2.14 for 1st 2hr, $0.32 for next subsequent 15min from 8am to 8am the following day ","$2.14 for 1st 2hr, $0.32 for next subsequent 15min from 8am to 8am the following day ",677899,19887.22641,40239.11229
Junction 8 (Basement Car Park),T0014,"9 Bishan Place, S(579837)","$1.28 for 1st hr, $0.43 for next subsequent 15min from 12midnight to 5.59pm the following day from Mon to Fri & Eve of PH ","$2.57/entry from 6pm to 11.59pm from Mon to Thurs, $2.57/entry from 6pm to 2.59am the following day on Fri & Eve of PH ","$2.57 for 1st 2hr, $0.43 for next subsequent 15min from 3am to 5.59pm, $2.57/entry from 6pm to 2.59am the following day ","$2.57 for 1st 2hr, $0.43 for next subsequent 15min from 3am to 5.59pm, $2.57/entry from 6pm to 11.59pm, $0.43 for next subsequent 15min from 12midnight to 2.59am ",579837,29691.26524,36921.78728
Jurong Point Shopping Centre,T0014,"1 Jurong West Central 2, S(648886)","$1.20 for 1st 2hr, $1.20 for next subsequent hr from 7am to 5pm  ","$2.40 for 1st 2hr, $1.20 for next subsequent hr from 5pm to 9pm, $1.20 for 1st 3hr, $1.20 for next subsequent hr from 9pm to 7am the following day  ","$2.40 for 1st 2hr, $1.20 for next subsequent hr from 7am to 9pm, $1.20 for 1st 3hr, $1.20 for next subsequent hr from 9pm to 7am the following day  ","$2.40 for 1st 2hr, $1.20 for next subsequent hr from 7am to 9pm, $1.20 for 1st 3hr, $1.20 for next subsequent hr from 9pm to 7am the following day  ",648886,13907.0305,35735.67771
Kallang Wave Mall,T0014,"1 Stadium Place, S(397628)",$0.64/30min from 7am to 7pm ,$0.64/30min from 7pm to 7am ,Charges same as weekdays ,Charges same as weekdays ,397628,32388.43522,31797.91706
Katong Plaza,T0014,"1 Brooke Road, S(429979)","$1.50 for 1st hr, $0.80 for next subsequent 30min from 6am to 6pm ","$1.00 for 1st hr, $0.50 for next subsequent 30min from 6pm to 6am the following day ",Charges same as weekdays ,Charges same as weekdays ,429979,35852.31318,31833.3823
Katong Point,T0014,"451 Joo Chiat Road, S(427664)","$3.00 for 1st hr, $0.75 for next subsequent 15min from 7am to 11pm ",$3.00/entry from 11.01pm to 6.59am the following day ,Charges same as weekdays ,Charges same as weekdays ,427664,35931.05028,32135.19814
Katong V (Village Hotel Katong),T0014,"25 Marine Parade, S(449536)",$1.07/hr from 8am to 5pm ,$1.07/hr from 5pm to 8am the following day ,$1.07/hr from 8am to 8am the following day ,$1.07/hr from 8am to 8am the following day ,449536,35745.14151,31790.9238
Katong Village,T0014,"86 East Coast Road, S(428788)",$1.00/hr from 8am to 5pm ,$1.00/hr from 5pm to 8am the following day ,Charges same as weekdays ,Charges same as weekdays ,428788,35906.13304,31942.21407
Kinex,T0014,"11 Tanjong Katong Road, S(437157)","$1.50 for 1st hr, $0.40 for subsequent 15min from 2am to 6pm  ",$2.00/entry from 6pm to 2am the following day ,Charges same as weekdays ,Charges same as weekdays ,437157,34835.39289,32989.43591
Kopitiam Square,T0014,"10 Sengkang Square Kopitiam Square, S(544829)",$1.10/hr from 8am to 10pm ,$0.30/30min from 10pm to 8am the following day ,Charges same as weekdays ,Charges same as weekdays ,544829,34717.2505,41503.89961
"Le Quest,",T0014,"4 Bukit Batok Street 41, s(657991)","$1.28 for 1st 2hr, $0.64 for next subsequent 30min from 8am to 6pm ","$2.56 for 1st 2hr, $0.64 for next subsequent 30min from 6pm to 11pm, $1.28/hr from 11pm to 8am the following day ","$1.28 for 1st hr, $0.64 for next subsequent 30min from 8am to 11pm, $1.28/hr from 11pm to 8am the following day ","$1.28 for 1st hr, $0.64 for next subsequent 30min from 8am to 11pm, $1.28/hr from 11pm to 8am the following day ",657991,17740.13109,37558.85654
Liat Towers,T0014,"541 Orchard Road, S(238881)",$1.50/30min from 6.30am to 5.59pm ,"$1.10/30min from 6pm to 10.59pm, $0.90/30min from 11pm to 6.29am the following day capped at $7.20 ",Charges same as weekdays ,"$1.10/30min from 6.30am to 10.59pm, $0.90/30min from 11pm to 6.29am the following day capped at $7.20 ",238881,27711.6829,31937.68471
Limbang Shopping Centre,T0014,"533 Choa Chu Kang Street 51, S(680533)",$0.60/30min from 7am to 6pm ,"$0.60/30min from 6pm to 10.30pm capped at $1.50, $0.60/30min from 10.30pm to 7am the following day capped at $5.00 ","$0.60/30min from 7am to 10.30pm capped at $1.50, $0.60/30min from 10.30pm to 7am the following day capped at $5.00 ","$0.60/30min from 7am to 10.30pm capped at $1.50, $0.60/30min from 10.30pm to 7am the following day capped at $5.00 ",680533,17959.8067,41554.16459
Link@AMK,T0014,"3 Ang Mo Kio Street 62, S(569139)",$0.65/30min from 7am to 5pm ,$0.65/30min from 5pm to 7am the following day ,Charges same as weekdays ,Charges same as weekdays ,569139,29268.43159,40942.10341
Lot One,T0014,"21 Choa Chu Kang Avenue 4, S(689812)","$1.28 for 1st hr, $0.43 for next subsequent 15min from 12midnight to 5.59pm the following day ","(Mon-Thur) $2.57/entry from 6pm to 11.59pm, (Fri & Eve of PH) $2.57/entry from 6pm to 2.59am the following day ","$2.57 for 1st 2hr, $0.43 for next subsequent 15min from 3am to 5.59pm, $2.57/entry from 6pm to 2.59am the following day ","$2.57 for 1st 2hr, $0.43 for next subsequent 15min from 3am to 5.59pm, $2.57/entry from 6pm to 11.59pm ",689812,18173.77105,40765.18807
Loyang Point,T0014,"258 Pasir Ris Street 21, S(510258)",$0.50/30min from 7am to 5pm ,"$1.50/entry from 5pm to 12midnight, $2.00/entry from 12midnight to 7am the following day ",Charges same as weekdays ,$1.50/entry from 7am to 7am the following day ,510258,42614.02501,38789.16551
Lucky Plaza,T0014,"304 Orchard Road, S(238863)","$1.93 for 1st hr, $1.28 for next subsequent 30min from 7am to 4.59pm  ",$3.38/entry from 5pm to 6.59am the following day ,Charges same as Weekdays ,"$1.93 for 1st hr, $1.28 for next subsequent 30min from 7am to 9.59pm. $3.38/entry from 10pm to 6.69am on Sunday, $4.00/entry from 7am to 6.59am the following day on Public Holiday  ",238863,28069.3738,31868.9292
Marina Square,T0014,"6 Raffles Boulevard, S(039594)","(Mon to Thurs) (7am to 5pm) $2.20 for 1st 2hr, $1.10 for next subsequent 30min ",(Mon to Thurs) (5pm to 2am next day) $2.20/entry. (2am to 7am) $1.10/30min ,"(Fri to Sun) (7am to 2am next day) $2.40 for 1st 2hr, $1.20/hr for next subsequent 2hr, subsequently $1.40/30min. (2am to 7am) $1.10/30min ","(Fri to Sun) (7am to 2am next day) $2.40 for 1st 2hr, $1.20/hr for next subsequent 2hr, subsequently $1.40/30min. (2am to 7am) $1.10/30min ",39594,30707.6105,30375.7276
Maritime Square D Off Street,T0014,"1 Maritime Square, S(099253)",$0.50/30min from 7am to 7am the following day ,$0.50/30min from 7am to 7am the following day ,Charges same as weekdays ,Charges same as weekdays ,99253,26523.41792,27393.65335
Marsh and McLennan Centre,T0014,"18 Cross Street, S(048423)",$1.80/30min from 8am to 5.59pm ,$3.00/entry from 6pm to 7.59am the following day ,"$3.00/entry from 8am to 5.59pm, $3.00/entry from 6pm to 7.59am the following day ","$3.00/entry from 8am to 5.59pm, $3.00/entry from 6pm to 7.59am the following day ",48423,29509.15241,29550.11525
Marsiling Mall,T0014,"4 Woodlands Street 12, S(738623)",$0.60/30min from 7am to 5pm ,$0.60/30min from 5pm to 7am the following day ,Charges same as weekdays ,Charges same as weekdays ,738623,22038.27667,46136.11959
Maxwell House,T0014,38 Maxwell Road S(069116),$1.40/30min or part thereof from 6.30am to 5pm ,"$3.00/entry from 5pm to 10pm, $2.00/entry from 10pm to 6.30am the following day ",Charges same as weekdays ,"$3.00/entry from 6.30am to 10pm, $2.00/entry from 10pm to 6.30am the following day ",69116,29300.475,29061.50842
Midlink Plaza,T0014,"122 Middle Road, S(188973)",Carpark not in use ,Carpark not in use ,Carpark not in use ,Carpark not in use ,188973,30199.60855,31332.73341
Millenia Walk (Basement Car Park),T0014,"9 Raffles Boulevard, S(039596)","$3.30 for 1st hr, $1.10 for next subsequent 30min from 7am to 6pm ",$2.20/entry from 6pm to 7am the following day ,"$2.20 for 1st 2hr, $1.10 for next subsequent hr from 7am to 7am the following day ","$2.20 for 1st 2hr, $1.10 for next subsequent hr from 7am to 7am the following day ",39596,30896.40051,30595.03891
Millenia Walk (Surface Car Park),T0014,"9 Raffles Boulevard, S(039596)","$4.40 for 1st hr, $1.65 for next subsequent 30min from 7am to 6pm ","$4.40 for 1st 2hr, $1.65 for next subsequent hr from 6pm to 7am the following day ","$4.40 for 1st 2hr, $1.65 for next subsequent hr from 7am to 7am the following day ","$4.40 for 1st 2hr, $1.65 for next subsequent hr from 7am to 7am the following day ",39596,30896.40051,30595.03891
myVillage@Serangoon Garden,T0014,"1 Maju Avenue #02-03/04/05/06, S(556679)",$2.00/hr from 7am to 7am the following day  ,$2.00/hr from 7am to 7am the following day  ,Charges same as weekdays ,Charges same as weekdays ,556679,31537.02999,38591.33179
Nankin Row,T0014,"3 Pickering Street, S(048660)",$1.80/30min from 8am to 5.59pm ,$3.00/entry from 6pm to 7.59am the following day ,"$3.00/entry from 8am to 5.59pm, $3.00/entry from 6pm to 7.59am the following day ","$3.00/entry from 8am to 5.59pm, $3.00/entry from 6pm to 7.59am the following day ",48660,29563.1142,29644.41201
Nex Mall,T0014,"23 Serangoon Central, S(556083)","$1.30 for 1st hr, $0.65 for next subsequent 30min from 7am to 5pm ","$1.30 for 1st hr, $0.65 for next subsequent 30min from 5pm to 7am the following day ","$1.40 for 1st hr, $0.70 for next subsequent 30min from 7am to 7am the following day ","$1.40 for 1st hr, $0.70 for next subsequent 30min from 7am to 7am the following day ",556083,32289.40831,36976.38591
Northpoint City,T0014,"930 Yishun Avenue 2, S(769098)","$1.20 for 1st hr, $0.80 for next subsequent 30min from 7am to 7pm ","$1.20 for 1st hr, $0.80 for next subsequent 30min from 7pm to 1am the following day ",Charges same as weekdays ,Charges same as weekdays ,769098,28310.33549,45664.07271
Oasis Terraces,T0014,"681 Punggol Drive, S(820681)",$0.60/30min from 7am to 6pm ,"$0.60/30min from 6pm to 10.30pm capped at $1.50, $0.60/30min from 10.30pm to 7am the following day capped at $5.00 ","$0.60/30min from 7am to 10.30pm capped at $1.50, $0.60/30min from 10.30pm to 7am the following day capped at $5.00 ","$0.60/30min from 7am to 10.30pm capped at $1.50, $0.60/30min from 10.30pm to 7am the following day capped at $5.00 ",820681,36897.56842,42721.87547
Odeon Katong Shopping Centre,T0014,"11 East Coast Road, S(428722)",$1.20/hr for all day ,$1.20/hr for all day ,Charges same as weekdays ,Charges same as weekdays ,428722,35632.29672,31885.59796
OG Albert,T0014,"60 Albert Street, S(189969)",$1.20/30min from 7am to 7pm ,$1.20/30min from 7pm to 10.59pm ,Charges same as weekdays ,Charges same as weekdays ,189969,30278.78769,31635.87811
OG Orchard Point,T0014,"160 Orchard Road, S(238842)","$2.00 for 1st 1hr, $1.50 for next subsequent 30min from 8am to 9.59pm ","$2.00 for 1st 1hr, $1.50 for next subsequent 30min from 10pm to 7.59am the following day  ",Charges same as weekdays ,Charges same as weekdays ,238842,28805.28692,31524.77542
OG People's Park,T0014,"100 Upper Cross Street, S(059108)",$1.20/30min from 7am to 10.59pm ,$1.20/30min from 7am to 10.59pm ,Charges same as weekdays ,Charges same as weekdays ,59108,29031.91623,29608.68038
One Fullerton - The Fullerton Heritage,T0014,"1 Fullerton Road, S(049213)",$1.07/10min from 7.01am to 6pm ,"$6.00/entry from 6.01pm to 12midnight, $7.00/entry from 12.01am to 7.00am the following day ","$6.00/entry from 7.01am to 12midnight, $7.00/entry from 12.01am to 7.00am the following day ","$6.00/entry from 7.01am to 12midnight, $7.00/entry from 12.01am to 7.00am the following day ",49213,30299.71437,29783.54588
One15 Marina Club,T0014,"11 Cove Drive, S(098497)",$3.21/entry from 8am to 5pm ,$3.21/entry from 5pm to 8am the following day ,$3.21/entry from 8am to 8am the following day ,$3.21/entry from 8am to 8am the following day ,98497,28559.38222,25468.06086
Orchard Central,T0014,"181 Orchard Road, S(238896)","$3.10 for 1st 1.5hr, $1.50 for next subsequent 30min from 12am to 5.59pm ","$5.03 for 1st 2.5hr, $1.82 for next subsequent 30min from 6pm to 11.59pm the following day ","$5.03 for 1st 2.5hr, $1.82 for next subsequent 30min from 12am to 12pm the next day ","$5.03 for 1st 2.5hr, $1.82 for next subsequent 30min from 12am to 12pm the next day ",238896,28709.34534,31452.91571
Orchard Gateway,T0014,"277 Orchard Road, S(238858)","$3.00 for 1st 1hr 30min, $1.50 for next subsequent 30min from 12midnight to 5.59pm ","$4.80 for 1st 2hr 30min, $1.80 for next subsequent 30min from 6pm to 11.59pm ","$4.80 for 1st 2hr 30min, $1.80 for next subsequent 30min from 12midnight to 12midnight the following day  ","$4.80 for 1st 2hr 30min, $1.80 for next subsequent 30min from 12midnight to 12midnight the following day ",238858,28657.22799,31429.25753
Orchard Plaza,T0014,"150 Orchard Road, S(238841)",$1.39/30min from 7am to 5pm ,"$3.85 for 1st 3hr, $1.39 for next subsequent 30min from 5pm to 7am the following day ",Charges same as weekdays ,Charges same as weekdays ,238841,28871.76352,31512.82858
Orchard Point,T0014,"160 Orchard Road, S(238842)","$2.00 for 1st 1hr, $1.50 for next subsequent 30min from 8am to 9.59pm  ","$2.00 for 1st hr, $1.50 for next subsequent 30min from 10pm to 7.59am the following day  ",Charges same as weekdays ,Charges same as weekdays ,238842,28805.28692,31524.77542
Orchard Towers,T0014,"400 Orchard Road, S(238875)",$5.00/hr from 7am to 5.59pm ,"$9.00/entry from 6pm to 1.59am the following day, $9.00/entry from 2am to 6.59am the following day ",Charges same as weekdays ,"$9.00/entry from 7am to 1.59am the following day, $9.00/entry from 2am to 6.59am the following day ",238875,27557.1761,32140.80849
Oriental Plaza,T0014,"291 New Bridge Road, S(088756)","$2.30 for 1st hr, $1.50 for next subsequent 30min from 8am to 4.59pm ",$2.50/entry from 5pm to 7.59am the following day ,Charges same as weekdays ,Charges same as weekdays ,88756,28966.03424,29367.75931
Pacific Plaza,T0014,"9 Scotts Road, S(228210)","$1.61 for 1st hr, $1.61 for next subsequent 30min from 8am to 6pm ","$3.21 for 1st 2hr, $1.07 for next subsequent 30min from 6pm to 8am the following day ",Charges same as weekdays ,"$3.21 for 1st 2hr, $1.07 for next subsequent 30min from 8am to 8am the following day ",228210,27867.32154,32095.76543
Palais Renaissance,T0014,"390 Orchard Road, S(238871)","$4.11 for 1st hr, $2.08 for subsequent 30min from 7.01am to 5pm ","$4.92/entry from 5.01pm to 1am the following day, $1.92/hr from 1.01am to 7am ",Charges same as Weekdays ,"$4.60/4hr from 7.01am to 1am the following day, $1.80/hr from 1.01am to 7am ",238871,27584.82612,32108.77237
Paragon,T0014,"290 Orchard Road, S(238859)","$2.90 for 1st hr, $1.50 for next subsequent 30min from 3am to 4.59pm ",$4.50/entry from 5pm to 2.59am the following day ,Charges same as weekdays ,Charges same as weekdays ,238859,28216.80191,31783.24
Parklane Shopping Mall,T0014,"35 Selegie Road, S(188307)","$3.21 for 1st hr, $1.77 for next subsequent 30min from 7am to 7pm ","$4.28/entry from 7.01pm to 12midnight, $5.35/entry from 12midnight to 6.59am the following day ",Charges same as weekdays ,"$4.28/entry from 7.01am to 12midnight, $5.35/entry from 12midnight to 6.59am the following day ",188307,29794.38951,31444.90641
Parkway Parade,T0014,"80 Marine Parade Road, S(449269)","$1.20 for 1st hr, $0.30 for subsequent 15min from 2am to 6pm ",$1.80/entry from 6pm to 2am the following day ,Charges same as weekdays ,Charges same as weekdays ,449269,36288.36259,31653.60797
